ZulkiOthman,31-Jul-14,Ho Chi Minh City Vietnam,5,Nice Airport Hotel,Stayed there whilst on an overnight transit in Singapore enroute to London & New York. This is a good hotel. The room is well appointed the check in and check out were efficient and fast. Did not use the restaurants but noticed that they are conveniently located at the lobby level.
Gakmal,30-Jul-14,Wollongong Australia,5,Overnight at the Airport,Excellent hotel for a stopover. Very quiet and comfortable. There were plenty of options for food and beverages. Very helpful staff. Very close to airport. Great for an early start! Really relaxed in the short time there.
donna q,29-Jul-14,Casuarina Australia,5,Changis Jewel in the Crowne,Having spent two nights in Singapore central and satisfied with what Id squeezed in during that time I spent my last night at the Crowne Plaza Terminal 3. Knowing my flight was not departing until 2230 the following evening I did not know if my choice to isolate myself at the airport for that length of time was the right...
Seanss79,29-Jul-14,Victoria Australia,5,Perfect in everyway!,Arrived from Phuket at 1pm early check in Thanks Room had view of the runway and outdoor garden which was great no noise from planes as we had a early checkout at 4am great stop over or even hotel for Singapore as the MRT is right there and only $9 return fair for 2 people to City Hall station which...
Karen R,28-Jul-14,Baltimore Maryland,4,Great layover accomodation,I stopped in Singapore for 2 days on my way back to the US and staying at the airport made my life easier. The hotel is targeted to business travelers that like their decor dark in shades of brown. The propertys best feature is its location. Airport facilities are just outside the door and the MRT can take you to...
lkyr,27-Jul-14,Singapore Singapore,4,Good hotel in a city within a city,Check-in was ok but I met a staff who seems not so well trained in communication. I was standing in the line right in front of her yet she did not respond to my presence. She was gestured by another colleague to attend to me. When she finally acknowledged my presence she told me that my room was not ready...
Joel F,27-Jul-14,Colorado Springs Colorado,5,Amazing!,My family and I stayed here during our visit to the beautiful country of Singapore. The location was perfect! Right at the airport and we still got around the entire country with extreme ease. The hotel staff was very nice and clearly well trained. The hotel just had this delightful aroma that made me want to stay in the beautiful...
sandraclaire,26-Jul-14,Norfolk United Kingdom,5,Great airport hotel,We stayed one night here and found it excellent. We loved the rooms with the huge design on the wall. We were just round the corner from the outdoor pool so went for a refreshing swim after that long flight from England. It was so convenient just to walk round the corner from arrivals. We found a map of the...
Krupux,25-Jul-14,Singapore Singapore,5,Wonderful Experience,Very convenient location (just inside one of the Airport terminal!) when youre in transit.Service was excellent rooms are clean. They would even provide you with trolley when youre checking out so you can conveniently carry your luggages.
Frank M,25-Jul-14,Brisbane Australia,4,Handy Hotel,Great hotel if you are in transit. Check in was smooth with friendly staff. Room are great with all your needs catered for. You can access this hotel from the airport it is clean and convenient. This hotel is different with all odd shapes and colours.
SmallWallah,24-Jul-14,London,4,Very good airport hotel,Excellent quality rooms and facilities much better than the usual airport hotel. Check in could have been a bit quicker and it is a pain that check in is one level down from the entry point to the airport which is a nuisance when pushing a trolley loaded with bags. Be aware that the airport is very close with lots...
Aherns3,23-Jul-14,Melbourne Australia,5,Dispels my usual aversion to airport hotels,Visually its sumptuous without being overt. Architecturally this is a fascinating hotel: circles crescents and all sorts of odd shapes; theres different colours morphing into different textures of stone tile concrete etc.It felt like its own world. Seamless service and unobtrusive everything - from check in to room size and quality facilities - everything was spot-on.Accessibility from terminal...
Lime82,21-Jul-14,Jakarta Jakarta Raya Indonesia,5,Fast Check In Convenient Room Best Wifi Nice Pool,The check in process amaze me. No hustle at all. Maybe it took only 1 minutes. The staffs are definitely well trained.The room was very clean and convenient. Since it was inside the airport i thought it could be a bit noisy. On the other hand ive experienced the sound of nothingness.But to blew me away was its...
RyRy2003,21-Jul-14,Wollongong,5,Ideal hotel for overnight stopover,We stayed here for 1 night as we had an early flight from Changi Airport back to Sydney.Hotel is perfectly located adjoining Terminal 3 and only a 3 minute walk to Singapore Airlines check in counters. It is also adjacent to the Skytrain if you need to use terminals 1 or 2.The hotel is well appointed with great...
goobs_tommo,19-Jul-14,Sydney Australia,5,Perfect overnighter,Can not fault this hotel. Arrived from Sydney and the kids were soon swimming in the cool outdoor pool. The room was modern clean and spacious and set up with two queen beds (family room) but still with plenty or room. As you would expect for an airport hotel it was whisper quiet.Had dinner and breakfast in the hotel...
LitzlbergLady,18-Jul-14,Nanjing China,4,Excellent airport accommodation,Hotel is located in terminal 3 and it is easy to access terminals 1 and 2 via the sky train. Hotel is very quiet and rooms are spacious which is ideal if you have a lot of luggage. Plenty of shops and cafes in terminal 3 and also a restaurant in the hotel. It is easy to travel from here...
gwenned,18-Jul-14,Singapore Singapore,5,Relaxing stay in Crowne Plaza Singapore,My stay was 7-9 March and got the honour of staying here as i got a 2nights stay voucher from my companys D&D last year.Check in was prompt front office staff and bell boy was polite and friendly.We stayed at the highest floor the corridors are non-air conditioned but thank God the weather was great and had a...
BackToMelbourne,18-Jul-14,Melbourne,5,Couldnt have been better,This is an outstanding airport hotel with fast/friendly check-in clean and modern rooms and great amenities. There is nothing that could have been better.We were only here for 1 night on a layover.
Khat H,16-Jul-14,Singapore Singapore,5,An excellent stay!! Highly recommended!,We plan to stay for 1 night in this hotel but then decided to add on 1 more night in view of the place being so cosy just like home. The front service desk staff was very nice that she assisted us with the add-on of an honoured rate; status quo unlike other hotels which quoted rack rates for an...
GBBB66,15-Jul-14,Cincinnati Ohio,5,Extraordinary airport hotel,Stayed here twice within a week after staying here a year ago. This is as good as any 5 star airport hotel Ive ever stayed in and the best Crowne Plaza. Extremely quiet ...you would not know you were at the airport. Extremely easy to get to in terminal 3. Note that the hotel is in terminal 3 as there...
SubodhJoshi,15-Jul-14,Dubai,5,Excellent Archtecture,This hotel is situated on the airport Terminal 3 so one can walk in the airport. The hotel is nice well maintained and does not have any noise from the airport.It is a beautifully built hotel with a lot of tees everywhere Use of glass inside and outside the building to let the natural light in. The decor is...
Mrsdewolf,14-Jul-14,Sydney Australia,1,Terrible experience looks good bad service,We booked 3 months in advance directly with the hotel as we were traveling with 2 children not our children and wanted to stay together They did not hold a room for us together or provide a solution. Lots of apologies and excuses that they were busy (other people being told no cots no roll away beds a total mess)...
Regan246,14-Jul-14,Hobart Australia,5,Perfect for our needs,Our family of 2 adults and 3 children arrived into Singapore from Australia very late so we chose to spend our first night in Singapore at this Hotel. The pure ease of strolling a very short distance from the arrivals hall to the hotel was a major plus. The hotel is unusual in the fact that the hallways are open...
samanthahawes,12-Jul-14,Bundaberg Australia,5,Stop over on the way to Europe,Stayed one night and we had access to the club lounge in fact for two nights. We were flying at midnight the next night and they were very kind allowing us access. The pool is magnificent especially if you are travelling with kids. Great views of the planes coming and going. Rooms are very large and well appointed. Staff very...
Amanda N,12-Jul-14,null,3,Nice hotel BUT ....,The hotel was easy from the perspective of an overnight lay over the room was lovely quiet and comfortable. Easy access to T3 and the sky rail for T1 was right next to the hotel. The service on check in was perfunctory and nothing to rave about. For a high end hotel I would have expected better service.Most annoying...
TandMMelbourne,12-Jul-14,Melbourne Australia,5,First class stopover - a hidden gem in Singapore,We booked this hotel to rest during a 18 hour stopover between our flight from Paris and our connecting flight home to Melbourne Australia.Some of the 4 and 5 star hotels we stayed with in Europe could learn a lesson or two from this brilliant hotel. We were surprised beyond belief at not only the quality of the hotel...
Gareth K,12-Jul-14,Perth Australia,4,Easy Easy Easy!!!,Once exiting immigration a short ride on the sky train and we arrived at terminal 3 and the Crowne Plaza Changi. Traveling with 3 young children and with less than 12 hours until our next flight this was the perfect option. Check in was efficient bags were delivered quickly and the extra bed we required arrived not long after. From...
David S,11-Jul-14,Bali Indonesia,5,Excellent,This is my third stay but this time with family. It was three of us and our room upgraded to a suite. The room was spot onon high floor as our request and had a huge space for three of us.I want to highlight three thing from this recent experience.1.recognition 2. room quality 3. guest request. First upon our...
summerbabyBrisbane,10-Jul-14,Brisbane,5,Perfect stopover,We stayed 1 night here on the way to England and on the way back to give the children a bit of a break between long haul flights. It is a fantastic hotel. Every staff member we encountered was incredibly helpful. The room was clean modern spacious and the beds were very comfortable. It was incredibly quiet consist in its...
177Chris177,10-Jul-14,Auckland Region New Zealand,4,Pleasant,The convenience of the hotel for tired travellers cant be under estimated. A quick walk through the airport and you are there. A pleasant hotel to catch some sleep before the next leg of the journey.
WritingKiwi,09-Jul-14,Whangarei,4,Perfect for a Stopover,So great for a 24 hour stopover we were not interested in seeing Singapore (have been number of times before & will go again but just needed to stop for the toddler & baby).So easy to walk there through the airport & to get back into the airport to get whatever you need another time. Lovely swimming pool not...
Departure,08-Jul-14,Malvern United Kingdom,5,Probably My Favourite Hotel,Initially most people fear hotels nearby or adjoining airports frankly you wouldnt know there was an airport there.... The staff are wonderful not just at check-in but in general. The food even by room service standards ( 24 hour ) is varied and of good quality. The room amenities and the general room comforts I was very impressed by on...
happymrskoh,07-Jul-14,Singapore,4,Wonderful Staycation!,We had a weekend staycation at the hotel and it was an awesome experience! My daughter had a great time at the pool although it was not very child-friendly. We booked the 2 double-bed room and were delighted to find ourselves in a very spacious room with nice pool view. The hotel is connected to Terminal 3 of the airport...
22Elizabeth,06-Jul-14,Sydney Australia,5,Beautiful hotel great service and unbeatable location,Decided to treat myself to 2 nights in this hotel before my long haul flight to LA and it was definitely worth it. The staff are friendly and very helpful the rooms are stunning and most importantly quiet. The pool is an added bonus too.The city was easily accessed by the train terminal below the airport about 45 minutes...
Renee B,05-Jul-14,Perth Australia,4,Nice hotel and great for stop overs,Stayed there for one night cos our connecting flight wont be until the next day.Room is very big and the bathroom is nice. No wifi thoughArrived at Singapore at 2:00am and they still accommodated us.Pool is fantastic.
VAS1586,05-Jul-14,Qingdao China,4,Amazing sound proof rooms convenient for transits expensive,Excellent sound proofing of rooms; accessible through the T3 ground floor after immigration while flying in and by T3 departure hall while flying out. MRT station at B2 provides access to city from elevator at departure hall. Food and beverage okay but could improve international cuisines small swimming pool lovely wade a fitness centre and a food court at B2...
David S,05-Jul-14,Melbourne Australia,4,Love the runway view,Our second stay at this hotel and this time was two nights with our six year old grandson who is a keen aeroplane spotter so he loved the runway room view and kept us informed of every plane that he saw landing. We are IHG Rewards Club Gold Elite members and received a nice card to welcome us back as...
Kathy F,05-Jul-14,Sydney New South Wales Australia,5,Surprising comfort for overnight stay,Walking in straight from the airport was a pleasant surprise room provided every comfort any traveler could possibly need bathroom most luxurious bed amazing pool relaxing decor stylist breakfast sumptuous. Sitting dead centre middle of the airport & you arent disturbed by any sound. No idea how they dealt with sound proofing but is works perfectly. The next day when...
Meyanti Tirtowa... H,30-Jun-14,Jarkarta Selatan,1,BAD experience,I chose this hotel since it is the closest and connected to Changi airport. My flight was in another 6 hours time. I couldnt choose the airport hotel since I had not had my boarding pass yet and the check in counter was not open. It was fine until I tried to get some sleep. Around 2AM someone was banging...
CityboyNewcastle,29-Jun-14,Newcastle,5,Worth breaking up the journey.,This hotel is so close to Changi it really is a walk from all terminals. Great service and super room. Suite on the corner facing away from runway. The club lounge was really good for breakfast. Airport hotel...yes...but slick...cool...and great service in the lounge. We checked out from there which was really convenient. It made breaking the journey a pleasure.
Rhys268,29-Jun-14,Oxford United Kingdom,5,Perfect for short stay,Stayed for one night en route from London to Sydney. Was given a stunning room far more impressive than the usual airport hotel options.The hotel manages to achieve a peaceful environment in spite of its proximity to the airport which is of course its greatest asset.Excellent food options and a pretty good gym too.
Chris I,28-Jun-14,null,3,Basic Hardware issues ruined my stay,Checked in and the main room switch didnt work so had to call front desk to get help but waited and it took too long to come (note that the public areas outside if the rooms is actually outdoors so given its in Singapore the heat can be quite considerable).Ended up going downstairs to reception to get another room....
vacatraveler12,28-Jun-14,Belpre Ohio,4,Confident location in terminal 3,Overall a good hotel. Nothing too special but the location cant be beat. With a very late arrival on Saturday and a very early departure on Tuesday this was the best choice. Staff was friendly and the breakfast was western or Asian. I thought there would be more noise from planes but I didnt hear any at all. The pool...
Arthurkemish,27-Jun-14,Henderson Nevada,4,Singapore airport,We came in late at night from Kuala Lumpur had business in town the next day then flew back home the following morning and this was just so convenient of a location as it is joined to the terminal so to and from plab]nes is just that easy. The hotel itself is pretty good nice hotel restaurant with traditional international...
Linda W,27-Jun-14,Brisbane Australia,5,Still good,Returned again and stayed overnight between flights. Very convenient if you arrive late and have a morning flight. Just take the free skytrain to terminal 3 a quick walk around the corner and you will see the entry to the hotel. Only 1 person on check in but a second one turned up soon after when a queue started to...
Nicolas T,25-Jun-14,Doha,5,Best hôtel choice near Singapore Airport!,Looking for a nice place to stay between two flights? Dont look any further this is the place to book! From the reservation up to the check out staff brings special attention to details for room requirements meal preferences and many more. Confortable rooms (if available book one with a view on the runway) with large bathroom and plenty of...
seti55,24-Jun-14,Helsinki Finland,5,Having a high-level hotel,The location is really good if you keep the connecting flight due to stay in Singapore. Singapore airport is often selected as the best of the world so high quality Crownw Plaza is suitable for absolute very high level of contact with the field.
AustraliaAnne,22-Jun-14,Shepparton Australia,5,A little expensive but worth it.,We were at the hotel within 15minutes of getting through customs. A 3 minute waiting period for the skytrain to terminal 3 where the hotel was. This was an overnight stay to catch an early flight. A very efficient and friendly check in.The hotel showcased fabrics of the region in different ways relly beautiful. Our room was really well designed...
safferjoburg,22-Jun-14,joburg,5,Excellent choice for long layover,Stayed here for a few hours and was very impressed with this hotel. Excellent bed quality very spacious and clean room and bathroom (great shower). Our room had a view of the runway which was very cool. We didnt use the pool but it looked amazing. Right next door to the sky train so easy access to any terminal. All...
Sarum_Castle,22-Jun-14,Bristol United Kingdom,5,Much more than just an airport hotel - a superb location an attractive design and very helpful staff.,When breaking a journey in Singapore we normally stay at The Tanglin Club but this stopover was only for 18 hours so we decided to try the Crowne Plaza which one normally sees flying in or out. Were glad that we did so and strongly recommend it.Many so-called airport hotels are nothing of the sort but the Crowne Plaza...
AlexGil,21-Jun-14,Sydney,5,Perfect for an overnighter,Our first time at the Crowne as we usually stay in town but with a late arrival and early departure this could not have been a more perfect choice. The room was huge and fitted out with everything you could possibly need.... spacious huge comfy bed desk large bathroom with all amenities including a deep bath for a relaxing soak...
robert_bos53,20-Jun-14,Geneva Switzerland,5,Airport Resort,Forget your notions about run-of-the-mil airport hotel - Crown Plaza Changi is a resort hotel that happens to be at the airport of Singapore (with the added benefits for plane spotters!). My first stay (reported in an earlier review) was just rapidlz overnight. This time my wife and I stayed for 24 hours and enjoyed the facilities. It was a...
Traveller_JohnR,19-Jun-14,Perth Australia,5,One word excellent,We got in early for our overnight stop between flights and wanted to leave our bags before heading into the city. The staff where very friendly and managed to find as a room several hours before check-in time. The room had plenty of space and everything you needed. Although still dont know who you would want to talk to on...
Neal16,18-Jun-14,Harrogate United Kingdom,5,5 star luxury with an international airport on the door,Stayed here for 5 nights during a house move and true to Crowne Plaza in Asia the hotel is very modern clean with great service. The gym is excellent with views over the runway which is novel! Restaurant choice is fairly good and availability of taxis is great as its very close to the airport taxi stand. Journey time to...
realfatfreddy,18-Jun-14,null,3,Good for stopover,Had to stay Singapore on transit overnight and was booked into Crown Plaza at Changi Airport. Access was easy with integrated building access to T3. Check in was efficient and I was in room quickly. Pretty standard room well designed and spacious bathroom. Its worth noting that there is a large food court at Terminal 3 Basement 2 where you...
titantraveller,16-Jun-14,Bristol UK,5,Superb Convenient airport hotel,Stayed here on business very convenient for the airport landed into Terminal 1 then quick sky train ride to T3 where the hotel is located. Free transfer. The lobby / reception is on the ground floor sounds obvious but sky train brings you in on the second floor so quick lift ride to the reception area. Very friendly staff through...
Cherie C,15-Jun-14,Queensland Australia,5,Highly recommend,Stopped overnight at the Crowne Plaza recently and was very pleasantly surprised. Hopped on the train to T3 then check-in was fast friendly and efficient; the room was spacious clean and obviously a great deal of thought had gone into its design; service was excellent and - one indicator Ive found of a good hotel: my breakfast tray was removed...
AKWadd,15-Jun-14,Taunton United Kingdom,5,Ideal place for a restful stopover,Just stayed one night here on the way from Sydney to KL. Arrived late and queued at immigration for 45 mins so was very relieved to find the hotel so convenient and the check in simple efficient and friendly.Lovely room with a very comfortable bed and plenty of space. Great nights sleep.Departure equally efficient. I will definitely stay...
Gary D,14-Jun-14,Busselton WA,5,Service personified...,We arrived on a 6.30am flight and rolled in to the Crowne at roughly 7.30am. Obviously way before normal check-in times. However from the 1st point of contact it was class all the way. We had ordered a Club Room Runway views all of which were not available immediately. We were ushered to the Club for breakfast (technically not part...
Kate G,14-Jun-14,Melbourne Australia,4,Great location for a quick stopover,We stayed here for one night before flying out to Langkawi for breakfast the next morning.Check in was so easy and quick after landing and we had a quick dip in the pool. As the train was located at the airport we decided to catch the train into the city. This was so easy and we were overwhelmed by...
nesbitevans,13-Jun-14,Auckland New Zealand,5,Loved it!,What an excellent facility the Crowne Plaza provides at Changi airport. Just outside the airport and accessed internally it connects with both the departures and arrivals areas of the airport. You have to clear customs but it is so much nicer than the transit hotel. Staff are friendly and efficient. The rooms are generously sized and well appointed with funky...
Scott830,13-Jun-14,Chobham United Kingdom,4,Excellent business hotel,I have stayed here a number of times recently and the staff delivery a consistently very good service. The rooms are very comfortable if you can get used to the unusual decoration. The restaurants also deliver with a wide variety of menus on offer.It is worth paying for executive/business rates as this gives access to the lounge and provides...
Darin S,12-Jun-14,Saint Louis Missouri,5,Possibly the Best Airport Hotel in the World,This is a top-notch well-managed airport hotel with uber-cool design large suites and great customer service. Dont think twice about booking this hotel if you need a hotel near the airport or in the Changi area. It is actually attached to Terminal 3 so moving between hotel and airport is a breeze. Most importantly the management understands customer service and...
MY L,09-Jun-14,null,4,Relaxing trip for family,The staff there are friendly and the place is clean. Rooms are spacious for a family of 5. Its a nice place to get away if you do not want crowds. The chef at the egg station in the restaurant need improvement. The egg yolk of the sunny side was broken and the skill for the omelette is not good...
BDwithkids,07-Jun-14,null,4,great stay near the airport,we had to take an early morning flight so we choose to stay here for the last night of our 5 day trip to Singapore. Since I registered as IHG reward member (free) I got two welcome drinks on the house when I checked in which is a very nice gesture by the hotel.The room was big and the...
Marilyn A,07-Jun-14,Melbourne Victoria Australia,5,welcome rest,Excellent hotel the rooms are clean and very comfortable. We arrived late at night and the staff at reception were very good they make you feel welcome and process your registration quickly and efficiently. Breakfast the next day was excellent and the service was very good nothing was to much trouble for the staff. Our luggage did not arrive at...
anirvans,06-Jun-14,Pune India,5,Excellent Airport Hotel,The Crowne Plaza Changi Airport Hotel is my favorite airport hotel and every time I stayed here the experience has been very good.The location is excellent. The hotel is connected to terminal 3 - so you can walk into the hotel reception directly from the airport. If you have to attend business meetings in the Changi Business Park -...
Falihah A,05-Jun-14,Médine Flacq Mauritius,1,Very pathetic!,We stayed there for one night and this hotel is definitely not worth a 5*. The only plus point is that the room is very comfortable but the service is zero. The staff at the reception are very arrogant. When we arrived we were extremely tired but still we had to wait for them to check all papers and ask...
dannyvicki,04-Jun-14,Papunya,5,Crown plaza and it deserves its crown,This is the most wonderful hotel to stay in when traveling through Singapore to further destinations in the world. It is situated in Changi airport and it has the most wonderful staff and the most wonderful restaurants to take your time and relax and dine at your leisure. The staff can not do enough for you and some other countries...
mystic18,04-Jun-14,Mooloolaba Australia,5,Great place to rest wonderful pool efficient staff. Highly recommend,In earlier visits I found the air-conditioning too strong. They seem to have rectified it.It is a great place to rest. Beautifully designed and now with free wifi.The Pool was the best part - just loved it.Gym is strange - the music is really loud and no way to turn it down or off and no one...
nzphotog,03-Jun-14,Palmerston North New Zealand,4,Convenient luxury,I was deterred at first from booking this hotel on an overnight stay in Singapore. I really did not want to venture into the hot CBD for any more time than I needed to stay. I didnt really care much for another visit to Singapore anyway so this hotel was right where I wanted to stay. The tariff was high...
NelPit,03-Jun-14,Cleveland Ohio,5,Great hotel in a perfect location for airport convenience,It was the most convenient location for a midnight flight arrival... Just a few steps from T3 and I was in the lobby. The check-in folks were friendly and efficient.I was on the third floor. The only thing that might be a problem for people is the fact that the walkway is flanked by water and no railings. I...
vickidfenton,01-Jun-14,Vancouver Island Canada,4,Yet again awesome stay here,Never disappoints great place to stay lovely room with a great reminder about how awesome it is to stay here. Unfortunately the Restaurants closed 30 minutes prior to advertised. Had an awesome pedicure at the spa.
Annea,31-May-14,Aberdeen Scotland,5,Convenient hotel for late night arrival and early morning departures.,We have stayed here a few times on our way to Perth Australia.The hotel is very convenient for an overnight stay after the arduous flight from the UK. Comfortable beds oodles of hot water to relax in a bath after being cramped on a flight.Room was large with a view of the runway but the building has great...
Duttifree,31-May-14,Los Angeles California,5,Best layover hotel for business,I have now stayed 3 times. Each occasion was seamless and the staff couldnt be more helpful. When traveling for business the location inside Terminal 3 is perfect. It saves so much time and stress when taking a 6 am or late-night flight. And the staff knows what people want in these kinds of situations: immaculate rooms with spacious bathrooms...
Matthew M,30-May-14,Jersey United Kingdom,4,Nice airport hotel,We stayed here for one night in May 2014 before our early morning flight to Kuala Lumpur.My wife had booked this hotel and as an airport hotel I wasnt expecting much. However it was actually really nice. The rooms are luxury and great amenities (White Company products in the bathroom for example).Very convenient for the airport - you...
squirrelpaws,29-May-14,Meridian Idaho,4,Excellent airport hotel convenient and easy,I stayed one night barely 8 hours but the room was very comfy and the location (short walk to check-in) was unbeatable.(Yes the Transit Hotel doesnt even require clearing Customs but I heard it was smoky and decided to stay here. I needed to re-check a bag anyway so wouldve been through Customs.)They comped me a cocktail for being...
AustraliaOpinion,29-May-14,Australia,5,crazy hotel,stayed 2 nights at hotel late march as stopover to travelling to club med bintan islandpool beautiful & a great way to relaxhotel was simply stunning with the best decor i have ever seenstaff great & didnt realise you could have so much fun at a hotel airporta truly 5 star hotel & if in singapore...
pillowsofwanderlust,29-May-14,Los Angeles CA,4,Top-notch airport hotel,I once again chose to spend my last night in Singapore at this lovely and convenient hotel given that my outbound flight had an ungodly 5:45 am departure time. Changi Airport is one of the worlds best in terms of beauty convenience efficiency service and amenities (ie FOOD) and this hotel is top-notch as well.Changi is very conveniently accessible...
Annette G,28-May-14,Riyadh Saudi Arabia,4,Pleasant stay,We stayed two nights to break our trip up and found it very relaxing. Friendly and helpful staff comfy bed clean and quiet room fantastic shower and best variety breakfast anywhere! So easy to walk off a flight straight into a hotel and with the train to town downstairs it couldnt have been easier. Our room faced the runway and...
MrandMrsB_FFM,28-May-14,London,4,Fantastic Stopover,Stayed one night with a family of three.The Crowne Plaza is the benchmark for any airport hotel.Spacious well laid out and quiet rooms paired with good service and the location just after Arrivals are hard to beat.Tip: those interested in saving on food should make their way into the airports T3 with nice food outlets in the...
soniapatel,28-May-14,Mumbai (Bombay) India,4,Very good 5 stars,Was attending a fair in Singapore. The exhibition hall was close to the airport so this hotel really suited me. It was a short 2 day trip and was out most of the time. However after the exhausting day at the trade fair was a nice warm welcome to return to this lovely hotel. The hotel was perfect in all...
AussieRower,28-May-14,Sydney Australia,4,Singapore Stop over,Really great to get to a good hotel with great front of house staff quite rooms and fantastic shower - bliss after 16hrs in a plane.Rooms service really good and very relaxing poolHighly recommended
Kate S,27-May-14,Melbourne Australia,5,A comfort stop on the way,After a long flight stepped directly out of the airport into this little haven. The room was spacious with a lovely big bath. The bed was comfortable. The pool area was exceptional. The cocktails in the bar were good and the bar food we had for dinner was pretty good considering it is bar food. Woke up refreshed and conveniently...
Annj0n,27-May-14,Sydney Australia,5,Recycling bin in the room.,It was such a happy surprise to stay at a hotel that takes its green credentials beyond motherhood statements and a request to use towels more than once! This hotel actually has a recycling bin in each room and receptacles in public places that allow for the separation of plastic papercans and other.It has also dispensed with endless items of...
bart_58,27-May-14,Montreal Canada,5,Delivered ... could not fault them.,What can you say ... upscale hotel everything in order excellent breakfast inside the airport nice rooms fast internet.Not cheap however but everything is top notch.About sleep quality it is inside the airport so you can hear planes taking off which is kind of normal. Just dont expect perfect silence there.
torkover,26-May-14,null,5,Feels like home.,Every time we fly to Australia we make sure to stop at this hotel. This time was our 4th time. I have to say that we feel like we come home and we know everything. The location couldnt be better. You can go easily to the city by catching a train from the airport or you can spend your time...
Stefano M,25-May-14,Lugo Italy,5,My usual stop over from/to Australia,I have been in this hotel many times already I often spend one night stop over here on my way up/back from/to Australia I am Italian and I love this hotel firet of all it is located inside one of worlds best if not the best international airport there are two restaurant inside one buffet and a Chinese a la...
Ricc0,25-May-14,Auckland,5,Crowne Plaza Changi consistently a crowning convenience for travellers,I reviewed in Dec 2012 and extolled the pluses of staying here after a long flight. Now on my last visit in March this year I decided again to stay the night but before my early morning flight. I must commend that the ambience is still of that as a moden contemporary five-star hotel witth a crowning convenience. Yes the...
Sherry287,24-May-14,Nashville Tennessee,5,Customer Service and Staff --- FIVE STAR STAFF!,This was a brief stopover for one night. The staff were wonderful helpful and we had no delays. The luggage was promptly brought to our room. Janet at the front desk was spectacular as well as the entire buffet staff. We never waited for anything! Refills on beverages..etc. Desserts were divine as was the sushi!The International Buffet was fabulous....
gayle15,24-May-14,Halifax Canada,5,So convenient,The hotel is right at T3 - come out from arrivals and turn right and you come to the hotel entrance. Everything makes it easy for the traveller. Lovely pool huge breakfast choice. You can have rooms on the runway side and watch the planes or on the pool side and see the landscaping and pool - I have tried...
zxcbv,24-May-14,Brisbane Australia,5,Excellent 4 star airport hotel,This is a great hotel for a short stay if transiting through Changi. Rooms are clean and modern its all pretty quick and efficient through reception much better than your average airport hotel. I recommend this place.
Brett F,23-May-14,Leesburg Virginia,5,Stayed here many times for business always a pleasure,I have stayed at the Changi Crowne Plaza many times for work since my business is at the actual airport. Before I stayed there for the first time my expectations were rather low since it was an airport hotel. That being said I think that this is one of the nicer Crowne Plazas Ive stayed at regardless of location.With...
ralph r,23-May-14,Houston Texas,4,Slow check-in for an airport transit hotel frustrating,I was only staying for a four hour transit so an unreasonably slow check-in was very frustrating. Several people on line with only two desks working and after I checked in the line had doubled in length so those people were likely more irritated. Other than that nice hotel confortable bed and practical layout. Right at terminal 3 was very...
32lizzie,21-May-14,Halifax Canada,5,Excellent Service and Superb Rooms,We were pleasantly surprised at the design of our wonderful room; light and airy and for those of us with several suitcases extremely practical. Definitely designed for the traveler. Generally the staff are excellent. The concierge service was outstanding. An added bonus; after storing our suitcases for us after checkout and following a steamy day in humid Singapore we were...
Holidaybell,21-May-14,Brisbane Australia,4,Great Stopover Hotel,This is very convenient for a short stopover as its right at T3. It has clean comfortable rooms with great amenities. The pool looked very inviting after a long flight so will make sure I pack swimmers next time. Good smorgasbord or a la carte menu at the restaurant with plenty of alternative restaurant choices in T3.Perfect spot for...
Johnpsau,21-May-14,Melbourne Australia,4,Good stay spoilt by slow check-in,We arrived at check-in at about 10.20pm after an 8 hour flight from Australia to see a line of perhaps 8 guests and 2 staff on duty. For some unknown reason the Priority Club check-in was not manned and when we finally got to the front of the line to check in and asked why the line was not manned...
Imro,20-May-14,Amsterdam,4,Perfect stay,We had an 15 hour lay-over in Singapore on our way to Sydney. We chose the longest possible lay-over for the flight to Sydney to be able to relax and rest due to a 13hr flight into Singapore.Arrival was at 6AM at T3 and because the hotel is also in T3 we were at the check-in desk around 6.25....
JennySD2014,20-May-14,San Diego California,5,Great hotel at airport,Conveniently located at Changi airport terminal 3 this Crowne Plaza Hotel is a great choice for connecting travellers. Very friendly clerks quiet room even when I can see planes small but enough fitness center...... Room is pretty large and the bathroom is great. It has everything I need for an airport hotel. Changi airport food court is great place to...
wilmingtonwillie2016,20-May-14,Wilmington North Carolina,5,Could be the best airport hotel in the world,I cringed when I heard our travel group would be staying at an airport hotel but boy was I wrong! The room was ultra modern spacious and ergonomically designed. The walls and windows were well insulated blocking out almost all noise. The shower and bathtub were superb for the weary traveler. The hotel is adjacent to Terminal 3 and you...
kunal15,18-May-14,Singapore Singapore,5,Fantastic,My JP number is 151820970 and we had a training in Crown plaza for one week...Service is very very courteous......Food is really good with multiple quisine...Its in the Changi Airport building so very convenient.......... .I would recommend to book this hotel ..............
Octypepe O,18-May-14,Brisbane Australia,5,Perfect Stopover,We stayed at the Crowne Plaza Changi for one night. The hotel was a short walk from T2 or you can catch the shuttle. We stayed in a standard room and the size of the room was surprisingly big and had an open feeling. We didnt find the noise from the planes disturbing at all it was fun to look...
